,image_name,prob1,prob2,prob3,prob4,prob5,target1,target2,target3,target4,target5,correct_prob1,correct_prob2,correct_prob3,correct_prob4,correct_prob5,confidence_mean
13841,2003839290002.jpg,0.031872317,0.06811858,0.12018311,0.26700777,0.19749598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13842,2003846690001.jpg,0.037008286,0.068715625,0.096379325,0.22343081,0.18219073,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16627,9220214850003.jpg,0.078040466,0.13253514,0.13374537,0.22340095,0.1602439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16626,9220214850002.jpg,0.07400691,0.13786462,0.14548993,0.2234768,0.14915931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16625,9220214850001.jpg,0.070001185,0.12640998,0.14226606,0.24371907,0.1609679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16618,9220154150006.jpg,0.026071303,0.04105066,0.053717285,0.086226776,0.059567392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16617,9220154150005.jpg,0.036740977,0.05747755,0.06386499,0.09406333,0.067558035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16616,9220154150004.jpg,0.037939563,0.057853073,0.06897824,0.0982874,0.062186435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16615,9220154150003.jpg,0.04186366,0.06750586,0.06686217,0.09684284,0.06409886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16614,9220154150002.jpg,0.04413429,0.06683844,0.06377624,0.08650682,0.056164224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16613,9220154150001.jpg,0.044423953,0.07646341,0.073354006,0.10539676,0.07983131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16612,9219893850002.jpg,0.014426801,0.023953242,0.029582035,0.041684337,0.028787721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16611,9219893850001.jpg,0.023499113,0.030928954,0.03334928,0.041676946,0.031804215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13969,2004059170004.jpg,0.027958907,0.047686156,0.06916632,0.16264269,0.11116593,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13971,2004059170006.jpg,0.04364773,0.07720686,0.11159539,0.23345897,0.15693876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16657,9220920950005.jpg,0.030028086,0.059124894,0.10132515,0.22680616,0.1720426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16516,9200094130006.jpg,0.03294021,0.073401704,0.110315904,0.19058819,0.1273275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16523,9200411530001.jpg,0.046932794,0.08673261,0.11822453,0.20489734,0.1511131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16522,9200134130006.jpg,0.017647043,0.039588947,0.06990103,0.14757036,0.105711415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16521,9200134130005.jpg,0.018408403,0.035815522,0.070283964,0.15423612,0.12134992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14105,2004228490001.jpg,0.03664481,0.070091724,0.10468021,0.23664412,0.19801699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14106,2004228490002.jpg,0.03064753,0.05574528,0.08905741,0.17914933,0.15455166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14107,2004228490003.jpg,0.04302693,0.07451438,0.102617666,0.17807677,0.13237184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16520,9200134130004.jpg,0.019546155,0.04022514,0.074786924,0.15313172,0.11387119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16519,9200134130003.jpg,0.024060939,0.054763522,0.10627799,0.21915054,0.18889016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16518,9200134130002.jpg,0.022596627,0.041850246,0.0790153,0.19109735,0.12681703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16517,9200134130001.jpg,0.017124837,0.033664048,0.065533936,0.16879436,0.11785529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14108,2004228490004.jpg,0.029375099,0.047000963,0.07400398,0.14890459,0.12895359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16530,9200910730002.jpg,0.028545912,0.05939909,0.108658955,0.23328514,0.16635025,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14109,2004228490005.jpg,0.03271962,0.053252432,0.06686171,0.13321054,0.090917125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16515,9200094130005.jpg,0.03688413,0.07800841,0.11658566,0.22975534,0.15051362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16514,9200094130004.jpg,0.031542845,0.0643976,0.102953285,0.20419244,0.12704474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16513,9200094130003.jpg,0.030327465,0.0721481,0.14314786,0.2714824,0.18589836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16512,9200094130002.jpg,0.02611982,0.05328802,0.10763936,0.23965468,0.14959581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14110,2004228490006.jpg,0.031270977,0.047674507,0.06686716,0.1437207,0.104572386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14111,2004228490007.jpg,0.034755953,0.056120135,0.06612293,0.13841999,0.09552331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14112,2004232070001.jpg,0.030418701,0.05517003,0.08238171,0.16137141,0.11226653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14113,2004232070002.jpg,0.045202207,0.077075705,0.10446331,0.20881754,0.16498299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14114,2004232070003.jpg,0.033682257,0.054738045,0.07350136,0.14604291,0.12442175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14101,2004227290001.jpg,0.026946489,0.04949496,0.08927513,0.22664934,0.2025695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14098,2004222930002.jpg,0.012694333,0.019932292,0.03334579,0.057096288,0.039664585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14097,2004222930001.jpg,0.016963724,0.024283264,0.030050427,0.04367488,0.028412204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14096,2004215570006.jpg,0.043164216,0.0839787,0.09716364,0.1719602,0.13550451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16528,9200411530006.jpg,0.041649364,0.06847079,0.08596726,0.14022416,0.1018952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16527,9200411530005.jpg,0.045801565,0.07924979,0.1028572,0.15620384,0.1047315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16526,9200411530004.jpg,0.041839264,0.06948763,0.09270756,0.15643331,0.11619207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16525,9200411530003.jpg,0.035610754,0.06799004,0.09605612,0.16018695,0.11409986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16524,9200411530002.jpg,0.026166225,0.051537648,0.078183204,0.1302287,0.09074725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14080,2004197570004.jpg,0.03321788,0.055565506,0.06656748,0.10966352,0.07928149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14081,2004197570005.jpg,0.031691097,0.05389151,0.08331425,0.17010379,0.11304035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14082,2004197570006.jpg,0.030537698,0.051559262,0.07162081,0.1258087,0.08132025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083,2004202670001.jpg,0.03811167,0.07597835,0.15050186,0.33030194,0.22778511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14084,2004202670002.jpg,0.06456931,0.11663108,0.18834162,0.41174898,0.3403332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14085,2004203770001.jpg,0.03348821,0.068160936,0.120757595,0.2568826,0.20596018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14086,2004203770002.jpg,0.030911643,0.057697095,0.10250084,0.1948692,0.16588205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14087,2004203770003.jpg,0.031993907,0.06391351,0.09756854,0.18875742,0.19888937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14088,2004203770004.jpg,0.028642936,0.050311066,0.08034015,0.18082531,0.16607776,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14089,2004203770005.jpg,0.029766541,0.054389216,0.08424955,0.1751478,0.17660727,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14090,2004203770006.jpg,0.026109777,0.046229735,0.082415976,0.19056287,0.16594765,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14091,2004215570001.jpg,0.06034562,0.10337725,0.11903742,0.21523261,0.14218324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14092,2004215570002.jpg,0.05119553,0.08875842,0.10621205,0.20113194,0.13905446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14093,2004215570003.jpg,0.037233178,0.07089481,0.110081814,0.21726647,0.17947099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14094,2004215570004.jpg,0.056356553,0.09776684,0.10736088,0.18983251,0.13833278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14095,2004215570005.jpg,0.055126015,0.08447538,0.08239498,0.17136092,0.14637245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16511,9200094130001.jpg,0.017653618,0.03530675,0.08008285,0.22204775,0.15605181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16510,9119196450002.jpg,0.019100333,0.046779644,0.10362199,0.19139878,0.17742074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16509,9119196450001.jpg,0.03412058,0.05814498,0.06458768,0.09772533,0.10284509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16495,9117680750003.jpg,0.057161517,0.09022558,0.09271696,0.13428417,0.08923266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16493,9117680750001.jpg,0.07220103,0.110791594,0.10767591,0.16727357,0.12537006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14142,2004254390002.jpg,0.02207046,0.04591739,0.08068004,0.18194246,0.16447753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16484,9116855850006.jpg,0.033490032,0.06531704,0.123440295,0.33315486,0.25652078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16483,9116855850005.jpg,0.028919201,0.05747407,0.091234304,0.19226193,0.1815709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16482,9116855850004.jpg,0.031357802,0.064246766,0.113139294,0.2632625,0.21059585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16481,9116855850003.jpg,0.03429772,0.07088636,0.14460696,0.3070734,0.23207033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16480,9116855850002.jpg,0.0326581,0.068915576,0.13487844,0.2559282,0.20100263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16479,9116855850001.jpg,0.028602498,0.05887013,0.124068186,0.27343506,0.21557789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14149,2004281130001.jpg,0.033504505,0.074568786,0.08484747,0.11067588,0.10330854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14150,2004281130002.jpg,0.03275059,0.069724865,0.08373763,0.11740169,0.09278304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14151,2004286830001.jpg,0.022105526,0.04140375,0.06588417,0.14266422,0.121810995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14152,2004286830002.jpg,0.039330848,0.07295873,0.10353333,0.18931156,0.135871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14153,2004286830003.jpg,0.030277586,0.05329522,0.086267665,0.18860799,0.13027616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16473,9116653350001.jpg,0.035002626,0.065894045,0.09982094,0.2159109,0.18805218,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16472,9105560630006.jpg,0.025874479,0.048998922,0.09211089,0.22313175,0.15357429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16471,9105560630005.jpg,0.032133855,0.062037226,0.09899381,0.23419186,0.18353459,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14154,2004286830004.jpg,0.021307502,0.04181585,0.073490284,0.15908793,0.10705792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14155,2004286830005.jpg,0.02432389,0.045855198,0.07875861,0.1795196,0.12642051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14156,2004286830006.jpg,0.019549575,0.039435316,0.07282429,0.1716789,0.14373724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14157,2004297990001.jpg,0.034533575,0.08391477,0.15564914,0.3522306,0.29368564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14158,2004297990002.jpg,0.015708653,0.036917478,0.08465695,0.22236362,0.20100608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16494,9117680750002.jpg,0.067568906,0.113017924,0.11627361,0.17612483,0.10853486,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16496,9117680750004.jpg,0.048290532,0.07363537,0.080085814,0.121389434,0.08049787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16508,9119039050002.jpg,0.02902383,0.045957297,0.06019438,0.094973095,0.06161137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16497,9117925050001.jpg,0.026091494,0.06188957,0.10544038,0.23666427,0.2238597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14115,2004232070004.jpg,0.041527666,0.072270565,0.08081765,0.14208929,0.10035587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14116,2004232070005.jpg,0.038862325,0.06680263,0.0867098,0.15836686,0.107603446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14117,2004232070006.jpg,0.03220679,0.053836916,0.0697549,0.12533414,0.08830257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14118,2004232230001.jpg,0.043785818,0.080481976,0.10531561,0.19928548,0.12942868,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14119,2004232230002.jpg,0.02972729,0.055166215,0.08113953,0.15382144,0.09335137,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14120,2004232230003.jpg,0.035198696,0.06376191,0.08891609,0.1663799,0.10797593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14121,2004232230004.jpg,0.032430403,0.059544094,0.09604541,0.1844455,0.11949643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14122,2004232230005.jpg,0.053822666,0.08681844,0.1037066,0.20631605,0.1633558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14123,2004232230006.jpg,0.03767746,0.061240103,0.08322341,0.15605366,0.10912319,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14124,2004232870001.jpg,0.036942355,0.06709196,0.092819914,0.20197555,0.12874056,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14125,2004232870002.jpg,0.029298386,0.048728175,0.06854203,0.1594889,0.12650597,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14126,2004232870003.jpg,0.033833753,0.05664972,0.08363918,0.19902778,0.14017758,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14127,2004232870004.jpg,0.06210893,0.1058036,0.12353631,0.22150938,0.1651473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16507,9119039050001.jpg,0.027230442,0.04855834,0.06614965,0.10827571,0.09890681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16500,9118062750002.jpg,0.024776917,0.045525625,0.08001491,0.16970015,0.13283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16499,9118062750001.jpg,0.061132044,0.09786441,0.12704256,0.23926018,0.20810038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14137,2004249370001.jpg,0.028317029,0.05558839,0.09309845,0.19517542,0.19066198,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14139,2004249370003.jpg,0.03069475,0.06263772,0.09492492,0.18374199,0.16917334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14140,2004249370004.jpg,0.032406062,0.06370512,0.09269193,0.20806167,0.18431486,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14141,2004254390001.jpg,0.027194086,0.05752003,0.096785665,0.24399076,0.20348011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16498,9117925050002.jpg,0.019078001,0.042238057,0.08886657,0.21173719,0.1959471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16529,9200910730001.jpg,0.023096507,0.051855117,0.111400045,0.25076953,0.16625914,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16532,9200910730004.jpg,0.030309703,0.06126643,0.09604378,0.20811379,0.14507449,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13972,2004074990001.jpg,0.02748658,0.054337863,0.07379861,0.15615292,0.14171681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14008,2004103270005.jpg,0.028921368,0.052111402,0.082935944,0.19388394,0.12751867,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13998,2004102870001.jpg,0.02953383,0.06121758,0.12063153,0.2915511,0.23375493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13999,2004102870002.jpg,0.03842435,0.077598035,0.13339429,0.27907518,0.18329318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000,2004102870003.jpg,0.05217543,0.09722741,0.14191636,0.25371438,0.17782202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14001,2004102870004.jpg,0.07932794,0.14901488,0.15651917,0.2694953,0.21738051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14002,2004102870005.jpg,0.07613586,0.15283506,0.1685097,0.3207783,0.22104694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14003,2004102870006.jpg,0.05601749,0.10586859,0.13129704,0.25665092,0.18632016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14004,2004103270001.jpg,0.0293384,0.0567,0.0934971,0.22456647,0.17537321,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14005,2004103270002.jpg,0.02752301,0.04782107,0.07316301,0.1631088,0.11687328,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14006,2004103270003.jpg,0.035512738,0.061411075,0.087390736,0.18012787,0.11907189,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14007,2004103270004.jpg,0.024094792,0.045462273,0.06896629,0.12893198,0.0898575,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14009,2004103270006.jpg,0.027028792,0.05302908,0.08171549,0.16461682,0.11537485,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14079,2004197570003.jpg,0.03739353,0.06317599,0.08373039,0.14273816,0.09923368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16548,9203283730002.jpg,0.021090638,0.04475768,0.08452502,0.24583143,0.18179706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16547,9203283730001.jpg,0.016125966,0.02697476,0.05165935,0.1794437,0.18573707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16546,9201220530006.jpg,0.06515759,0.0970536,0.09167898,0.15582421,0.0985709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16545,9201220530005.jpg,0.073352434,0.104485676,0.09045592,0.1411975,0.08600244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14023,2004117930001.jpg,0.022112008,0.050582305,0.10909875,0.27619642,0.18894179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14024,2004117930002.jpg,0.029261691,0.06081961,0.111267895,0.22115557,0.15185729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14025,2004117930003.jpg,0.03041919,0.06740506,0.13404197,0.27946338,0.17613934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14026,2004117930004.jpg,0.02331692,0.054072544,0.09785044,0.2521462,0.18978061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14027,2004117930005.jpg,0.02794028,0.06902455,0.12673837,0.26691407,0.17894678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14028,2004117930006.jpg,0.027382601,0.06944378,0.14419308,0.3060822,0.1771763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13997,2004096530004.jpg,0.033914242,0.06239543,0.09118212,0.17323777,0.111200005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13996,2004096530003.jpg,0.033133883,0.06232079,0.09584314,0.17885679,0.10449305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13995,2004096530002.jpg,0.031260237,0.05153559,0.07062322,0.12484525,0.08381685,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13994,2004096530001.jpg,0.042529937,0.06938912,0.0835184,0.14930297,0.10243499,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13973,2004074990002.jpg,0.030830748,0.055484306,0.0880037,0.17892504,0.15819807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16559,9204372830003.jpg,0.038310442,0.07824524,0.110453874,0.19819447,0.13717555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16557,9204372830001.jpg,0.037661873,0.072844215,0.09746429,0.17730694,0.109714404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16556,9204244630004.jpg,0.022736076,0.035576466,0.045444153,0.06798096,0.042803787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16555,9204244630003.jpg,0.01973264,0.035068296,0.04353062,0.06411336,0.03776615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16554,9204244630002.jpg,0.023912549,0.037019454,0.050411396,0.084437355,0.059848215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16553,9204244630001.jpg,0.0221856,0.033651736,0.040853925,0.05501136,0.03268119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13980,2004092290001.jpg,0.033161126,0.059527993,0.09965934,0.21701173,0.19701946,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13981,2004092290002.jpg,0.031063076,0.058128364,0.10129076,0.2517953,0.15342402,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13982,2004092290003.jpg,0.033660818,0.056474544,0.08648584,0.2199403,0.14402929,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13983,2004092290004.jpg,0.03465054,0.057728443,0.08528103,0.19964457,0.15640321,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13984,2004094530001.jpg,0.034482673,0.07791594,0.14924538,0.30524105,0.24690923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13985,2004094530002.jpg,0.0345317,0.07873542,0.14357573,0.2863014,0.24361642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13986,2004094530003.jpg,0.024584414,0.052075982,0.100925006,0.22142044,0.19629517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13987,2004094530004.jpg,0.043580387,0.086676136,0.15754995,0.30310887,0.2266441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13988,2004094530005.jpg,0.030692577,0.06573543,0.13119936,0.24884301,0.16573966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
